Date,Open,High,Low,Close
08/10/2022,"0.068681","0.070438","0.067979","0.070064"
08/09/2022,"0.070629","0.070940","0.068305","0.068681"
08/08/2022,"0.070147","0.071105","0.069559","0.070554"
08/07/2022,"0.069817","0.070287","0.069214","0.070147"
08/06/2022,"0.069206","0.070661","0.069206","0.069788"
08/05/2022,"0.069106","0.070119","0.068244","0.069206"
08/04/2022,"0.068647","0.069585","0.067644","0.069106"
08/03/2022,"0.068804","0.069234","0.067327","0.068647"
08/02/2022,"0.071092","0.071515","0.067739","0.068804"
08/01/2022,"0.069975","0.071400","0.068367","0.071092"
07/31/2022,"0.070285","0.070827","0.068974","0.069975"
07/30/2022,"0.069184","0.071273","0.068857","0.070285"
07/29/2022,"0.069958","0.071941","0.068367","0.069184"
07/28/2022,"0.068009","0.070477","0.067575","0.069958"
07/27/2022,"0.064860","0.068198","0.064775","0.068009"
07/26/2022,"0.064989","0.064989","0.063001","0.064860"
07/25/2022,"0.067475","0.067795","0.064060","0.064989"
07/24/2022,"0.066476","0.067609","0.066405","0.067475"
07/23/2022,"0.066604","0.067901","0.066001","0.066471"
07/22/2022,"0.068034","0.069089","0.066604","0.066604"
07/21/2022,"0.067962","0.068353","0.066476","0.068100"
07/20/2022,"0.069226","0.070320","0.067185","0.067962"
07/19/2022,"0.067818","0.069473","0.067519","0.069226"
07/18/2022,"0.067553","0.070811","0.067361","0.067818"
07/17/2022,"0.069030","0.069272","0.067417","0.067553"
07/16/2022,"0.067509","0.069368","0.066095","0.069030"
07/15/2022,"0.067166","0.067909","0.066523","0.067561"
07/14/2022,"0.065273","0.067438","0.065180","0.067166"
07/13/2022,"0.064911","0.065822","0.063648","0.065273"
07/12/2022,"0.065460","0.065639","0.064442","0.064911"
07/11/2022,"0.067262","0.067717","0.065352","0.065460"
07/10/2022,"0.070070","0.070318","0.067183","0.067262"
07/09/2022,"0.069378","0.071355","0.068997","0.070070"
07/08/2022,"0.068516","0.069673","0.067705","0.069378"
07/07/2022,"0.067410","0.068810","0.066125","0.068516"
07/06/2022,"0.068539","0.068617","0.066779","0.067410"
07/05/2022,"0.066966","0.068989","0.066501","0.068539"
07/04/2022,"0.065536","0.067513","0.065434","0.066966"
07/03/2022,"0.065065","0.065536","0.062454","0.065536"
07/02/2022,"0.065083","0.065321","0.064299","0.065065"
07/01/2022,"0.062946","0.066457","0.062946","0.065083"
06/30/2022,"0.064878","0.065898","0.061954","0.062679"
06/29/2022,"0.067552","0.067594","0.064052","0.064878"
06/28/2022,"0.067880","0.068129","0.065113","0.067379"
06/27/2022,"0.065612","0.070305","0.064877","0.067880"
06/26/2022,"0.064470","0.065708","0.064009","0.065612"
06/25/2022,"0.066340","0.066598","0.063622","0.064470"
06/24/2022,"0.063209","0.066487","0.062862","0.066340"
06/23/2022,"0.063292","0.064465","0.061853","0.063186"
06/22/2022,"0.064864","0.065635","0.062901","0.063281"
06/21/2022,"0.061001","0.066699","0.060420","0.064864"
06/20/2022,"0.062298","0.062298","0.059385","0.061001"
06/19/2022,"0.060000","0.062775","0.058439","0.062298"
06/18/2022,"0.060256","0.063633","0.057000","0.060061"
06/17/2022,"0.059949","0.063132","0.058304","0.060210"
06/16/2022,"0.060390","0.065615","0.058317","0.059847"
06/15/2022,"0.053798","0.062381","0.047052","0.060654"
06/14/2022,"0.064851","0.064993","0.053467","0.053798"
06/13/2022,"0.076642","0.077004","0.060542","0.064851"
06/12/2022,"0.075629","0.078460","0.074118","0.076642"
06/11/2022,"0.079327","0.080174","0.074742","0.075629"
06/10/2022,"0.080953","0.081470","0.078887","0.079327"
06/09/2022,"0.080913","0.081722","0.080000","0.080953"
06/08/2022,"0.082467","0.082614","0.079655","0.080913"
06/07/2022,"0.081288","0.082975","0.078876","0.082486"
06/06/2022,"0.081932","0.084718","0.081115","0.081286"
06/05/2022,"0.080286","0.082441","0.079223","0.081932"
06/04/2022,"0.081350","0.082121","0.076407","0.080255"
06/03/2022,"0.083390","0.086260","0.080349","0.081350"
06/02/2022,"0.084306","0.085517","0.081149","0.083473"
06/01/2022,"0.082020","0.091518","0.081658","0.084412"
05/31/2022,"0.083334","0.084199","0.079353","0.082020"
05/30/2022,"0.079823","0.084038","0.079675","0.083334"
05/29/2022,"0.081936","0.082162","0.078150","0.079807"
05/28/2022,"0.078980","0.082430","0.078839","0.081936"
05/27/2022,"0.081670","0.083692","0.078354","0.079101"
05/26/2022,"0.084191","0.086858","0.078950","0.081670"
05/25/2022,"0.081144","0.084864","0.079868","0.084191"
05/24/2022,"0.080317","0.082800","0.075936","0.081144"
05/23/2022,"0.076968","0.082570","0.075765","0.080317"
05/22/2022,"0.073553","0.077336","0.073538","0.076968"
05/21/2022,"0.070916","0.075543","0.070399","0.073553"
05/20/2022,"0.073590","0.074940","0.069904","0.070827"
05/19/2022,"0.072000","0.074640","0.069966","0.073590"
05/18/2022,"0.072737","0.072975","0.069419","0.072000"
05/17/2022,"0.069322","0.073720","0.068845","0.072955"
05/16/2022,"0.071427","0.072459","0.067056","0.069506"
05/15/2022,"0.071489","0.072764","0.067685","0.071562"
05/14/2022,"0.075106","0.076149","0.070477","0.071374"
05/13/2022,"0.068281","0.076405","0.065351","0.075106"
05/12/2022,"0.070210","0.080754","0.068352","0.068391"
05/11/2022,"0.078971","0.083603","0.062342","0.070026"
05/10/2022,"0.075851","0.082184","0.071153","0.078971"
05/09/2022,"0.087804","0.088285","0.072037","0.075851"
05/08/2022,"0.086637","0.091889","0.080014","0.087804"
05/07/2022,"0.082500","0.088481","0.080525","0.086637"
05/06/2022,"0.075369","0.086394","0.072749","0.082429"
05/05/2022,"0.082562","0.089433","0.071704","0.075290"
05/04/2022,"0.070497","0.083169","0.069845","0.082562"
05/03/2022,"0.066257","0.075086","0.066167","0.070085"
05/02/2022,"0.068546","0.073494","0.064578","0.066228"
05/01/2022,"0.063455","0.068725","0.061741","0.068546"
04/30/2022,"0.063307","0.065221","0.061994","0.063455"
04/29/2022,"0.063838","0.069952","0.063071","0.063358"
04/28/2022,"0.062789","0.064102","0.062503","0.063838"
04/27/2022,"0.062153","0.063676","0.061619","0.062789"
04/26/2022,"0.064322","0.065580","0.061690","0.062180"
04/25/2022,"0.066021","0.066343","0.061815","0.064322"
04/24/2022,"0.067718","0.068796","0.064706","0.065994"
04/23/2022,"0.067736","0.069229","0.066480","0.067718"
04/22/2022,"0.071409","0.074330","0.066417","0.067736"
04/21/2022,"0.062467","0.074571","0.062384","0.071539"
